Region,Country,State,City,Hotel Name,Address,Rating,Number of Reviews,Weighted rating of each unique hotel,Average rating of this brand,Place ID,Google Maps Link,Loyalty Program,Number of hotels of this brand in the program,Corporation,Segment,Total hotels of Corporation / Loyalty Program in this region,Total hotels of Corporation / Loyalty Program in this country,Total hotels of brand in this region,Total hotels of brand in this country,Hotel Brand,Vibe Keywords,Travel Purpose Keywords
North America,United States,TN,Ashland City,Hampton Inn Ashland City,"1609 Hwy 12 S, Ashland City, TN 37015, United States","4,7",205,"2,718793984","4,170299927",ChIJJ_T0BdLtZIgR9Lvvj7Xy6kc,Відкрити в Google Maps,Hilton Honors,1367,Hilton Worldwide,Standart,2409,2264,1203,1156,Hampton by Hilton,"Practical & economical, cozy & family-friendly, friendly atmosphere, included breakfast, functional design, convenient & accessible, cleanliness & predictability","Short Stays: quick check-in, efficient service, convenient location; Family Travel: child-friendly, included breakfast, affordable comfort"
North America,United States,TN,Chattanooga,Hampton Inn Chattanooga East Ridge,"623 Camp Jordan Pkwy, Chattanooga, TN 37412, United States","4,5",684,"3,190151893","4,170299927",ChIJIwPvIW1nYIgReD4UNDyLzRs,Відкрити в Google Maps,Hilton Honors,1367,Hilton Worldwide,Standart,2409,2264,1203,1156,Hampton by Hilton,"Practical & economical, cozy & family-friendly, friendly atmosphere, included breakfast, functional design, convenient & accessible, cleanliness & predictability","Short Stays: quick check-in, efficient service, convenient location; Family Travel: child-friendly, included breakfast, affordable comfort"
North America,United States,TN,Chattanooga,Hampton Inn Chattanooga-North/Ooltewah,"6145 Weir Way, Chattanooga, TN 37363, United States","4,4",1373,"3,451785406","4,170299927",ChIJyTl8y6t9YIgRlMi3SaREtNo,Відкрити в Google Maps,Hilton Honors,1367,Hilton Worldwide,Standart,2409,2264,1203,1156,Hampton by Hilton,"Practical & economical, cozy & family-friendly, friendly atmosphere, included breakfast, functional design, convenient & accessible, cleanliness & predictability","Short Stays: quick check-in, efficient service, convenient location; Family Travel: child-friendly, included breakfast, affordable comfort"
North America,United States,TN,Clarksville,Hampton Inn & Suites Clarksville,"3091 Clay Lewis Rd, Clarksville, TN 37040, United States","4,6",625,"3,216060483","4,170299927",ChIJSVd7y70gZYgRJnDItLtH7g4,Відкрити в Google Maps,Hilton Honors,1367,Hilton Worldwide,Standart,2409,2264,1203,1156,Hampton by Hilton,"Practical & economical, cozy & family-friendly, friendly atmosphere, included breakfast, functional design, convenient & accessible, cleanliness & predictability","Short Stays: quick check-in, efficient service, convenient location; Family Travel: child-friendly, included breakfast, affordable comfort"
North America,United States,TN,Cleveland,Hampton Inn Cleveland,"4355 Frontage Rd NW, Cleveland, TN 37312, United States","4,4",842,"3,218410332","4,170299927",ChIJ8dstyjkpXogRdClg8FX8UKY,Відкрити в Google Maps,Hilton Honors,1367,Hilton Worldwide,Standart,2409,2264,1203,1156,Hampton by Hilton,"Practical & economical, cozy & family-friendly, friendly atmosphere, included breakfast, functional design, convenient & accessible, cleanliness & predictability","Short Stays: quick check-in, efficient service, convenient location; Family Travel: child-friendly, included breakfast, affordable comfort"
North America,United States,TN,Collierville,Hampton Inn Memphis/Collierville,"1280 W Poplar Ave, Collierville, TN 38017, United States","4,3",654,"3,027459397","4,170299927",ChIJCwWeEgaYf4gRNhmhtoeCpBw,Відкрити в Google Maps,Hilton Honors,1367,Hilton Worldwide,Standart,2409,2264,1203,1156,Hampton by Hilton,"Practical & economical, cozy & family-friendly, friendly atmosphere, included breakfast, functional design, convenient & accessible, cleanliness & predictability","Short Stays: quick check-in, efficient service, convenient location; Family Travel: child-friendly, included breakfast, affordable comfort"
North America,United States,TN,Cookeville,Hampton Inn Cookeville,"1025 Interstate Dr, Cookeville, TN 38501, United States","4,3",784,"3,111984881","4,170299927",ChIJ8aryRjQiZ4gRaErFLXhPhXc,Відкрити в Google Maps,Hilton Honors,1367,Hilton Worldwide,Standart,2409,2264,1203,1156,Hampton by Hilton,"Practical & economical, cozy & family-friendly, friendly atmosphere, included breakfast, functional design, convenient & accessible, cleanliness & predictability","Short Stays: quick check-in, efficient service, convenient location; Family Travel: child-friendly, included breakfast, affordable comfort"
North America,United States,TN,Dandridge,Hampton Inn Dandridge,"126 Sharon Dr, Dandridge, TN 37725, United States","4,5",770,"3,247936175","4,170299927",ChIJoRIgFmHyW4gRg1LzuHLEa8I,Відкрити в Google Maps,Hilton Honors,1367,Hilton Worldwide,Standart,2409,2264,1203,1156,Hampton by Hilton,"Practical & economical, cozy & family-friendly, friendly atmosphere, included breakfast, functional design, convenient & accessible, cleanliness & predictability","Short Stays: quick check-in, efficient service, convenient location; Family Travel: child-friendly, included breakfast, affordable comfort"
North America,United States,TN,Gatlinburg,Hampton Inn Gatlinburg Historic Nature Trail,"520 Airport Rd, Gatlinburg, TN 37738, United States","4,3",1094,"3,267370178","4,170299927",ChIJkyfP_NFVWYgR39h1Ebva5MI,Відкрити в Google Maps,Hilton Honors,1367,Hilton Worldwide,Standart,2409,2264,1203,1156,Hampton by Hilton,"Practical & economical, cozy & family-friendly, friendly atmosphere, included breakfast, functional design, convenient & accessible, cleanliness & predictability","Short Stays: quick check-in, efficient service, convenient location; Family Travel: child-friendly, included breakfast, affordable comfort"
North America,United States,TN,Kodak,Hampton Inn & Suites Kodak Sevierville,"105 Stadium Dr, Kodak, TN 37764, United States","4,4",844,"3,21954238","4,170299927",ChIJFdm7MUKJXIgRWbL4usM4Qa4,Відкрити в Google Maps,Hilton Honors,1367,Hilton Worldwide,Standart,2409,2264,1203,1156,Hampton by Hilton,"Practical & economical, cozy & family-friendly, friendly atmosphere, included breakfast, functional design, convenient & accessible, cleanliness & predictability","Short Stays: quick check-in, efficient service, convenient location; Family Travel: child-friendly, included breakfast, affordable comfort"
North America,United States,TN,Lebanon,Hampton Inn & Suites Lebanon,"1065 Franklin Rd, Lebanon, TN 37090, United States","3,7",698,"2,631141388","4,170299927",ChIJUSYRjkcfZIgRORpsd7i3kv4,Відкрити в Google Maps,Hilton Honors,1367,Hilton Worldwide,Standart,2409,2264,1203,1156,Hampton by Hilton,"Practical & economical, cozy & family-friendly, friendly atmosphere, included breakfast, functional design, convenient & accessible, cleanliness & predictability","Short Stays: quick check-in, efficient service, convenient location; Family Travel: child-friendly, included breakfast, affordable comfort"
North America,United States,TN,Lenoir City,Hampton Inn Lenoir City,"585 Fort Loudoun Medical Center Dr, Lenoir City, TN 37772, United States","4,4",630,"3,080032295","4,170299927",ChIJsz4Z_dTUXYgRoaGUoYoYmGg,Відкрити в Google Maps,Hilton Honors,1367,Hilton Worldwide,Standart,2409,2264,1203,1156,Hampton by Hilton,"Practical & economical, cozy & family-friendly, friendly atmosphere, included breakfast, functional design, convenient & accessible, cleanliness & predictability","Short Stays: quick check-in, efficient service, convenient location; Family Travel: child-friendly, included breakfast, affordable comfort"
North America,United States,TN,Memphis,Hampton Inn & Suites Memphis-Beale Street,"175 Peabody Pl, Memphis, TN 38103, United States","4,2",1709,"3,394645916","4,170299927",ChIJXVYFJJd-1YcRVPDlDtHjdB8,Відкрити в Google Maps,Hilton Honors,1367,Hilton Worldwide,Standart,2409,2264,1203,1156,Hampton by Hilton,"Practical & economical, cozy & family-friendly, friendly atmosphere, included breakfast, functional design, convenient & accessible, cleanliness & predictability","Short Stays: quick check-in, efficient service, convenient location; Family Travel: child-friendly, included breakfast, affordable comfort"
North America,United States,TN,Memphis,Hampton Inn Memphis-Poplar,"5320 Poplar Ave, Memphis, TN 38119, United States","3,8",1048,"2,869736714","4,170299927",ChIJx12JoIuEf4gRL8mvxnNspqE,Відкрити в Google Maps,Hilton Honors,1367,Hilton Worldwide,Standart,2409,2264,1203,1156,Hampton by Hilton,"Practical & economical, cozy & family-friendly, friendly atmosphere, included breakfast, functional design, convenient & accessible, cleanliness & predictability","Short Stays: quick check-in, efficient service, convenient location; Family Travel: child-friendly, included breakfast, affordable comfort"
North America,United States,TN,Memphis,Hampton Inn Memphis-Southwind,"3579 Hacks Cross Rd, Memphis, TN 38125, United States","3,5",997,"2,624239224","4,170299927",ChIJATuyOG2af4gRVvW-4kya0PU,Відкрити в Google Maps,Hilton Honors,1367,Hilton Worldwide,Standart,2409,2264,1203,1156,Hampton by Hilton,"Practical & economical, cozy & family-friendly, friendly atmosphere, included breakfast, functional design, convenient & accessible, cleanliness & predictability","Short Stays: quick check-in, efficient service, convenient location; Family Travel: child-friendly, included breakfast, affordable comfort"
North America,United States,TN,Millington,Hampton Inn & Suites Millington,"8838 US-51, Millington, TN 38053, United States","4,2",586,"2,907070006","4,170299927",ChIJWdjcOeB6f4gRAlbbuWmnq4E,Відкрити в Google Maps,Hilton Honors,1367,Hilton Worldwide,Standart,2409,2264,1203,1156,Hampton by Hilton,"Practical & economical, cozy & family-friendly, friendly atmosphere, included breakfast, functional design, convenient & accessible, cleanliness & predictability","Short Stays: quick check-in, efficient service, convenient location; Family Travel: child-friendly, included breakfast, affordable comfort"
North America,United States,TN,Mt. Juliet,Hampton Inn & Suites Mt. Juliet,"5001 Crossings Cir, Mt. Juliet, TN 37122, United States","4,3",970,"3,211260672","4,170299927",ChIJ_Zc3lzQUZIgRkC1wuuLGs5g,Відкрити в Google Maps,Hilton Honors,1367,Hilton Worldwide,Standart,2409,2264,1203,1156,Hampton by Hilton,"Practical & economical, cozy & family-friendly, friendly atmosphere, included breakfast, functional design, convenient & accessible, cleanliness & predictability","Short Stays: quick check-in, efficient service, convenient location; Family Travel: child-friendly, included breakfast, affordable comfort"
North America,United States,TN,Nashville,Hampton Inn & Suites Nashville Downtown Capitol View,"530 11th Ave N, Nashville, TN 37203, United States","4,4",667,"3,107254109","4,170299927",ChIJ1ennIPBmZIgRG4U7HAKoImg,Відкрити в Google Maps,Hilton Honors,1367,Hilton Worldwide,Standart,2409,2264,1203,1156,Hampton by Hilton,"Practical & economical, cozy & family-friendly, friendly atmosphere, included breakfast, functional design, convenient & accessible, cleanliness & predictability","Short Stays: quick check-in, efficient service, convenient location; Family Travel: child-friendly, included breakfast, affordable comfort"
North America,United States,TN,Nashville,Hampton Inn & Suites Nashville North Skyline,"3451 Dickerson Pike, Nashville, TN 37207, United States","4,6",850,"3,369418994","4,170299927",ChIJV93Y1T9dZIgRYZFkQ7S0v6Y,Відкрити в Google Maps,Hilton Honors,1367,Hilton Worldwide,Standart,2409,2264,1203,1156,Hampton by Hilton,"Practical & economical, cozy & family-friendly, friendly atmosphere, included breakfast, functional design, convenient & accessible, cleanliness & predictability","Short Stays: quick check-in, efficient service, convenient location; Family Travel: child-friendly, included breakfast, affordable comfort"
North America,United States,TN,Nashville,Hampton Inn & Suites Nashville-Downtown,"310 4th Ave S, Nashville, TN 37201, United States","4,2",1866,"3,434701534","4,170299927",ChIJkek8VFxmZIgR3F6lSaUee_c,Відкрити в Google Maps,Hilton Honors,1367,Hilton Worldwide,Standart,2409,2264,1203,1156,Hampton by Hilton,"Practical & economical, cozy & family-friendly, friendly atmosphere, included breakfast, functional design, convenient & accessible, cleanliness & predictability","Short Stays: quick check-in, efficient service, convenient location; Family Travel: child-friendly, included breakfast, affordable comfort"
North America,United States,TN,Nashville,Hampton Inn & Suites Nashville-Vanderbilt-Elliston Place,"2330 Elliston Pl, Nashville, TN 37203, United States","3,9",1211,"3,006415054","4,170299927",ChIJv_k7CrxmZIgRwau0B0RluXI,Відкрити в Google Maps,Hilton Honors,1367,Hilton Worldwide,Standart,2409,2264,1203,1156,Hampton by Hilton,"Practical & economical, cozy & family-friendly, friendly atmosphere, included breakfast, functional design, convenient & accessible, cleanliness & predictability","Short Stays: quick check-in, efficient service, convenient location; Family Travel: child-friendly, included breakfast, affordable comfort"
North America,United States,TN,Nashville,Hampton Inn Nashville/Vanderbilt,"1919 West End Ave, Nashville, TN 37203, United States","3,7",1502,"2,938687057","4,170299927",ChIJZ-spP5RmZIgRfW2oOCgfS4I,Відкрити в Google Maps,Hilton Honors,1367,Hilton Worldwide,Standart,2409,2264,1203,1156,Hampton by Hilton,"Practical & economical, cozy & family-friendly, friendly atmosphere, included breakfast, functional design, convenient & accessible, cleanliness & predictability","Short Stays: quick check-in, efficient service, convenient location; Family Travel: child-friendly, included breakfast, affordable comfort"
North America,United States,TN,Newport,Hampton Inn Newport,"1020 Cosby Hwy, Newport, TN 37821, United States","4,1",550,"2,809680389","4,170299927",ChIJLTCwZKvDW4gRInsGPVewJ80,Відкрити в Google Maps,Hilton Honors,1367,Hilton Worldwide,Standart,2409,2264,1203,1156,Hampton by Hilton,"Practical & economical, cozy & family-friendly, friendly atmosphere, included breakfast, functional design, convenient & accessible, cleanliness & predictability","Short Stays: quick check-in, efficient service, convenient location; Family Travel: child-friendly, included breakfast, affordable comfort"
North America,United States,TN,Pigeon Forge,Hampton Inn Pigeon Forge,"2497 Teaster Ln, Pigeon Forge, TN 37863, United States","4,5",1123,"3,4321121","4,170299927",ChIJF3j8TAX_W4gR737V2DsSe6Q,Відкрити в Google Maps,Hilton Honors,1367,Hilton Worldwide,Standart,2409,2264,1203,1156,Hampton by Hilton,"Practical & economical, cozy & family-friendly, friendly atmosphere, included breakfast, functional design, convenient & accessible, cleanliness & predictability","Short Stays: quick check-in, efficient service, convenient location; Family Travel: child-friendly, included breakfast, affordable comfort"
North America,United States,TN,Pleasant View,Hampton Inn Pleasant View,"2606 Hwy 49 W, Pleasant View, TN 37146, United States","4,7",653,"3,308303854","4,170299927",ChIJKV0iLrD7ZIgRcQ6_AqpThtQ,Відкрити в Google Maps,Hilton Honors,1367,Hilton Worldwide,Standart,2409,2264,1203,1156,Hampton by Hilton,"Practical & economical, cozy & family-friendly, friendly atmosphere, included breakfast, functional design, convenient & accessible, cleanliness & predictability","Short Stays: quick check-in, efficient service, convenient location; Family Travel: child-friendly, included breakfast, affordable comfort"
North America,United States,TN,Sevierville,Hampton Inn Sevierville,"681 Winfield Dunn Pkwy, Sevierville, TN 37876, United States","4,2",754,"3,021844299","4,170299927",ChIJBz6KpWD4W4gRnhHTjHx5xVw,Відкрити в Google Maps,Hilton Honors,1367,Hilton Worldwide,Standart,2409,2264,1203,1156,Hampton by Hilton,"Practical & economical, cozy & family-friendly, friendly atmosphere, included breakfast, functional design, convenient & accessible, cleanliness & predictability","Short Stays: quick check-in, efficient service, convenient location; Family Travel: child-friendly, included breakfast, affordable comfort"
North America,United States,TN,Spring Hill,Hampton Inn Spring Hill,"2052 Crossings Blvd, Spring Hill, TN 37174, United States","4,4",540,"3,006516992","4,170299927",ChIJO9hHHK15Y4gR9qlJUAJf18k,Відкрити в Google Maps,Hilton Honors,1367,Hilton Worldwide,Standart,2409,2264,1203,1156,Hampton by Hilton,"Practical & economical, cozy & family-friendly, friendly atmosphere, included breakfast, functional design, convenient & accessible, cleanliness & predictability","Short Stays: quick check-in, efficient service, convenient location; Family Travel: child-friendly, included breakfast, affordable comfort"
North America,United States,TN,Chattanooga,DoubleTree by Hilton Chattanooga Hamilton Place,"2232 Center St, Chattanooga, TN 37421, United States",4,952,"2,979092901","4,11480315",ChIJ0wBqLZBjYIgRBIB5hcqBwvs,Open in Google Maps,Hilton Honors,635,Hilton Worldwide,Comfort,2409,2264,351,325,DoubleTree by Hilton,"Cozy & family-friendly, business-oriented, warm hospitality, welcoming service, signature cookies, comfortable atmosphere, pleasant details, balanced experience","Family Travel: warm welcome, comfort for children, family amenities; Business Trips: effective workspaces, friendly business atmosphere"
North America,United States,TN,Chattanooga,DoubleTree by Hilton Hotel Chattanooga Downtown,"407 Chestnut St, Chattanooga, TN 37402, United States","4,3",1674,"3,465815922","4,11480315",ChIJNTlwQmJeYIgRwSImwClliRE,Open in Google Maps,Hilton Honors,635,Hilton Worldwide,Comfort,2409,2264,351,325,DoubleTree by Hilton,"Cozy & family-friendly, business-oriented, warm hospitality, welcoming service, signature cookies, comfortable atmosphere, pleasant details, balanced experience","Family Travel: warm welcome, comfort for children, family amenities; Business Trips: effective workspaces, friendly business atmosphere"
North America,United States,TN,Clarksville,DoubleTree by Hilton Clarksville Riverview,"50 College St, Clarksville, TN 37040, United States","3,8",46,"1,588492965","4,11480315",ChIJEdbKsWrZZIgRveJ675K_Y5g,Open in Google Maps,Hilton Honors,635,Hilton Worldwide,Comfort,2409,2264,351,325,DoubleTree by Hilton,"Cozy & family-friendly, business-oriented, warm hospitality, welcoming service, signature cookies, comfortable atmosphere, pleasant details, balanced experience","Family Travel: warm welcome, comfort for children, family amenities; Business Trips: effective workspaces, friendly business atmosphere"
North America,United States,TN,Gatlinburg,The Park Vista - a DoubleTree by Hilton Hotel - Gatlinburg,"705 Cherokee Orchard Rd, Gatlinburg, TN 37738, United States","4,3",3902,"3,860753443","4,11480315",ChIJJ1nvT9FVWYgRSbgQNh5q8xE,Open in Google Maps,Hilton Honors,635,Hilton Worldwide,Comfort,2409,2264,351,325,DoubleTree by Hilton,"Cozy & family-friendly, business-oriented, warm hospitality, welcoming service, signature cookies, comfortable atmosphere, pleasant details, balanced experience","Family Travel: warm welcome, comfort for children, family amenities; Business Trips: effective workspaces, friendly business atmosphere"
North America,United States,TN,Jackson,DoubleTree by Hilton Hotel Jackson,"1770 US-45 BYP, Jackson, TN 38305, United States","3,9",1371,"3,058920259","4,11480315",ChIJobbxPrGmfogRBfdV0_xMGB4,Open in Google Maps,Hilton Honors,635,Hilton Worldwide,Comfort,2409,2264,351,325,DoubleTree by Hilton,"Cozy & family-friendly, business-oriented, warm hospitality, welcoming service, signature cookies, comfortable atmosphere, pleasant details, balanced experience","Family Travel: warm welcome, comfort for children, family amenities; Business Trips: effective workspaces, friendly business atmosphere"
North America,United States,TN,Johnson City,DoubleTree by Hilton Hotel Johnson City,"211 Mockingbird Ln, Johnson City, TN 37604, United States","4,2",1290,"3,266472554","4,11480315",ChIJibVGxzp9WogRn7n5G_G2_Pk,Open in Google Maps,Hilton Honors,635,Hilton Worldwide,Comfort,2409,2264,351,325,DoubleTree by Hilton,"Cozy & family-friendly, business-oriented, warm hospitality, welcoming service, signature cookies, comfortable atmosphere, pleasant details, balanced experience","Family Travel: warm welcome, comfort for children, family amenities; Business Trips: effective workspaces, friendly business atmosphere"
North America,United States,TN,Memphis,DoubleTree by Hilton Hotel Memphis,"5069 Sanderlin Ave, Memphis, TN 38117, United States",4,1923,"3,284205068","4,11480315",ChIJHXJ8XXuEf4gRKppMp9ZlgU8,Open in Google Maps,Hilton Honors,635,Hilton Worldwide,Comfort,2409,2264,351,325,DoubleTree by Hilton,"Cozy & family-friendly, business-oriented, warm hospitality, welcoming service, signature cookies, comfortable atmosphere, pleasant details, balanced experience","Family Travel: warm welcome, comfort for children, family amenities; Business Trips: effective workspaces, friendly business atmosphere"
North America,United States,TN,Memphis,DoubleTree by Hilton Hotel Memphis Downtown,"185 Union Ave, Memphis, TN 38103, United States","3,8",2170,"3,169826832","4,11480315",ChIJYQBIT5F-1YcRmiW-3ARHlwI,Open in Google Maps,Hilton Honors,635,Hilton Worldwide,Comfort,2409,2264,351,325,DoubleTree by Hilton,"Cozy & family-friendly, business-oriented, warm hospitality, welcoming service, signature cookies, comfortable atmosphere, pleasant details, balanced experience","Family Travel: warm welcome, comfort for children, family amenities; Business Trips: effective workspaces, friendly business atmosphere"
North America,United States,TN,Murfreesboro,DoubleTree by Hilton Hotel Murfreesboro,"1850 Old Fort Pkwy, Murfreesboro, TN 37129, United States","4,1",1604,"3,285611913","4,11480315",ChIJw005N_H3Y4gRckXyHv-ySTg,Open in Google Maps,Hilton Honors,635,Hilton Worldwide,Comfort,2409,2264,351,325,DoubleTree by Hilton,"Cozy & family-friendly, business-oriented, warm hospitality, welcoming service, signature cookies, comfortable atmosphere, pleasant details, balanced experience","Family Travel: warm welcome, comfort for children, family amenities; Business Trips: effective workspaces, friendly business atmosphere"
North America,United States,TN,Nashville,DoubleTree by Hilton Hotel Nashville Downtown,"315 4th Ave N, Nashville, TN 37219, United States","3,9",3007,"3,391320886","4,11480315",ChIJt5OaIVhmZIgRpyvQvn-1pj0,Open in Google Maps,Hilton Honors,635,Hilton Worldwide,Comfort,2409,2264,351,325,DoubleTree by Hilton,"Cozy & family-friendly, business-oriented, warm hospitality, welcoming service, signature cookies, comfortable atmosphere, pleasant details, balanced experience","Family Travel: warm welcome, comfort for children, family amenities; Business Trips: effective workspaces, friendly business atmosphere"
North America,United States,TN,Nashville,DoubleTree Suites by Hilton Hotel Nashville Airport,"2424 Atrium Way, Nashville, TN 37214, United States",4,1251,"3,097604329","4,11480315",ChIJbyzI8xBpZIgRENNFz4RrvFk,Open in Google Maps,Hilton Honors,635,Hilton Worldwide,Comfort,2409,2264,351,325,DoubleTree by Hilton,"Cozy & family-friendly, business-oriented, warm hospitality, welcoming service, signature cookies, comfortable atmosphere, pleasant details, balanced experience","Family Travel: warm welcome, comfort for children, family amenities; Business Trips: effective workspaces, friendly business atmosphere"
North America,United States,TN,Oak Ridge,DoubleTree by Hilton Hotel Oak Ridge - Knoxville,"215 S Illinois Ave, Oak Ridge, TN 37830, United States","4,2",1023,"3,160814954","4,11480315",ChIJc3fcFjAzXIgRJ4CgzltkY0A,Open in Google Maps,Hilton Honors,635,Hilton Worldwide,Comfort,2409,2264,351,325,DoubleTree by Hilton,"Cozy & family-friendly, business-oriented, warm hospitality, welcoming service, signature cookies, comfortable atmosphere, pleasant details, balanced experience","Family Travel: warm welcome, comfort for children, family amenities; Business Trips: effective workspaces, friendly business atmosphere"
North America,United States,TN,Alcoa,Hilton Knoxville Airport,"2001 Alcoa Hwy, Alcoa, TN 37701, United States","4,4",1907,"3,608636207","4,281617647",ChIJ3S3nSOEgXIgR6vb4gftaNng,Відкрити в Google Maps,Hilton Honors,544,Hilton Worldwide,Comfort,2409,2264,270,238,Hilton Hotels & Resorts,"Business-oriented, classic & traditional, reliable quality, international standard, uncompromising comfort, corporate trust, recognizable prestige","Business Trips: global business standard, conference facilities, corporate meetings, workspaces; Family Travel: international leisure"
North America,United States,TN,Brentwood,Hilton Brentwood/Nashville Suites,"9000 Overlook Blvd, Brentwood, TN 37027, United States","4,4",1306,"3,427903146","4,281617647",ChIJpa_cYdh6ZIgRTet805inY_Q,Відкрити в Google Maps,Hilton Honors,544,Hilton Worldwide,Comfort,2409,2264,270,238,Hilton Hotels & Resorts,"Business-oriented, classic & traditional, reliable quality, international standard, uncompromising comfort, corporate trust, recognizable prestige","Business Trips: global business standard, conference facilities, corporate meetings, workspaces; Family Travel: international leisure"
North America,United States,TN,Franklin,Hilton Franklin Cool Springs,"601 Corporate Centre Dr, Franklin, TN 37067, United States","4,5",878,"3,311987484","4,281617647",ChIJMeAuyUR5ZIgRgB6SnDAPV40,Відкрити в Google Maps,Hilton Honors,544,Hilton Worldwide,Comfort,2409,2264,270,238,Hilton Hotels & Resorts,"Business-oriented, classic & traditional, reliable quality, international standard, uncompromising comfort, corporate trust, recognizable prestige","Business Trips: global business standard, conference facilities, corporate meetings, workspaces; Family Travel: international leisure"
North America,United States,TN,Knoxville,Hilton Knoxville,"501 W Church Ave, Knoxville, TN 37902, United States","4,2",2590,"3,584140784","4,281617647",ChIJJ5QdXsMXXIgRH6rNYMzBPc0,Відкрити в Google Maps,Hilton Honors,544,Hilton Worldwide,Comfort,2409,2264,270,238,Hilton Hotels & Resorts,"Business-oriented, classic & traditional, reliable quality, international standard, uncompromising comfort, corporate trust, recognizable prestige","Business Trips: global business standard, conference facilities, corporate meetings, workspaces; Family Travel: international leisure"
North America,United States,TN,Memphis,Hilton Memphis,"939 Ridge Lake Blvd, Memphis, TN 38120, United States",4,3358,"3,526210004","4,281617647",ChIJE1zM5L-Ef4gRa5kT1mhwBP4,Відкрити в Google Maps,Hilton Honors,544,Hilton Worldwide,Comfort,2409,2264,270,238,Hilton Hotels & Resorts,"Business-oriented, classic & traditional, reliable quality, international standard, uncompromising comfort, corporate trust, recognizable prestige","Business Trips: global business standard, conference facilities, corporate meetings, workspaces; Family Travel: international leisure"
North America,United States,TN,Nashville,Hilton BNA Nashville Airport Terminal,"2 Terminal Dr, Nashville, TN 37214, United States","4,4",321,"2,758641459","4,281617647",ChIJ6WFhyVNpZIgRBuhaOoRRqD8,Відкрити в Google Maps,Hilton Honors,544,Hilton Worldwide,Comfort,2409,2264,270,238,Hilton Hotels & Resorts,"Business-oriented, classic & traditional, reliable quality, international standard, uncompromising comfort, corporate trust, recognizable prestige","Business Trips: global business standard, conference facilities, corporate meetings, workspaces; Family Travel: international leisure"
North America,United States,TN,Nashville,Hilton Nashville Downtown,"121 4th Ave S, Nashville, TN 37201, United States","4,5",3016,"3,914522224","4,281617647",ChIJG5WNrV5mZIgR0Hvi4wiDsOM,Відкрити в Google Maps,Hilton Honors,544,Hilton Worldwide,Comfort,2409,2264,270,238,Hilton Hotels & Resorts,"Business-oriented, classic & traditional, reliable quality, international standard, uncompromising comfort, corporate trust, recognizable prestige","Business Trips: global business standard, conference facilities, corporate meetings, workspaces; Family Travel: international leisure"
North America,United States,TN,Nashville,Hilton Nashville Green Hills,"3801 Cleghorn Ave, Nashville, TN 37215, United States","4,3",553,"2,949272997","4,281617647",ChIJT83_w9BlZIgRabfbKt9TLSk,Відкрити в Google Maps,Hilton Honors,544,Hilton Worldwide,Comfort,2409,2264,270,238,Hilton Hotels & Resorts,"Business-oriented, classic & traditional, reliable quality, international standard, uncompromising comfort, corporate trust, recognizable prestige","Business Trips: global business standard, conference facilities, corporate meetings, workspaces; Family Travel: international leisure"
North America,United States,TN,Nashville,Conrad Nashville,"1620 West End Ave, Nashville, TN 37203, United States","4,6",547,"3,149597642","4,558333333",ChIJT1ub28xnZIgRSMEOz_vpTgA,Відкрити в Google Maps,Hilton Honors,48,Hilton Worldwide,Luxury,2409,2264,10,8,Conrad Hotels & Resorts,"luxurious – modern & design-focused, intellectual luxury, stylish sophistication, global luxury, minimalist elegance, innovative premium service","Relaxation: premium spa, wellness programs, relaxing rituals, rejuvenation; Business Trips: premium business, exclusive meetings"
North America,United States,TN,Franklin,Hyatt House Nashville / Franklin - Cool Springs,"3501 Mallory Ln, Franklin, TN 37067, United States","4,5",278,"2,751304729","4,261870504",ChIJp8twrkp5ZIgR2PtiTmo5U-Q,Відкрити в Google Maps,World of Hyatt,139,Hyatt Hotels Corporation,Standart,621,586,121,118,Hyatt House,"Cozy & family-friendly, practical & economical, homey comfort, extended stay, functional apartments, full kitchen, independence, comfortable self-sufficiency","Extended Stay: full kitchen, homey comfort, living amenities; Family Travel: space for family, coziness"
North America,United States,TN,Nashville,Hyatt House Nashville Airport,"14 Century Blvd, Nashville, TN 37214, United States","4,2",348,"2,669966698","4,261870504",ChIJZYHxvTBpZIgR5rlUtJFh1_4,Відкрити в Google Maps,World of Hyatt,139,Hyatt Hotels Corporation,Standart,621,586,121,118,Hyatt House,"Cozy & family-friendly, practical & economical, homey comfort, extended stay, functional apartments, full kitchen, independence, comfortable self-sufficiency","Extended Stay: full kitchen, homey comfort, living amenities; Family Travel: space for family, coziness"
North America,United States,TN,Nashville,Hyatt House Nashville at Vanderbilt,"2100 Hayes St, Nashville, TN 37203, United States","4,4",863,"3,230165117","4,261870504",ChIJ1fzrIb5mZIgRMEmvSEiMzpM,Відкрити в Google Maps,World of Hyatt,139,Hyatt Hotels Corporation,Standart,621,586,121,118,Hyatt House,"Cozy & family-friendly, practical & economical, homey comfort, extended stay, functional apartments, full kitchen, independence, comfortable self-sufficiency","Extended Stay: full kitchen, homey comfort, living amenities; Family Travel: space for family, coziness"
